material_id,name_ko,name_en,synonyms,layer,function_role,ecm_counterpart,essentiality,evidence_ref,patent_ref,supplier,catalog_no,grade,origin,spec,price,alternatives,risk,confidence,confidence_reason
E-L8-014,점도 조절제(메틸셀룰로스),Viscosity modifier (methylcellulose),MC; 메틸셀룰로스; hypromellose(HPMC),L8,전구용액 점도 조절 — 바이오프린팅·미세액적 캡슐화 시 액적 안정성과 노즐 전단 거동을 제어하고 세포 침강을 억제,해당없음(공정 보조 고분자),선택,Curvello 2020 PMID:33437574; Ng S 2019 PMID:31398570; Liu J 2026 PMID:42568046,해당없음(본 에이전트 범위 외),범용 무기·유기 시약 — 세포배양/약전 등급 복수 공급사(개별사 카탈로그 미검증),1차 출처 미확인(카탈로그번호 추측 금지),약전 등급(hypromellose) 또는 세포배양 등급,식물 셀룰로스 유래(동물유래 성분 없음),"전구용액 겉보기 점도 0.1–2 Pa·s(회전레오미터, 전단속도 1–100 s⁻¹, 25 °C); 전단담화 지수 n < 1 확인; 내독소 ≤ 0.5 EU/mL(USP <85>/<86>)",1차 출처 미확인(가격 조회는 본 에이전트 범위 외),"잔탄검, 젤라틴(열가역 희생 점증제), 나노셀룰로스",잔류 셀룰로스 유도체가 세포-매트릭스 접착을 물리적으로 차단; 로트별 치환도 편차가 점도 산포를 유발,중,점도 관리 항목과 측정법은 확립되어 있으나 오가노이드 전구용액의 법정 점도 규격은 존재하지 않아 공정 목표값으로 기재
E-L8-015,삼투압 조절제(만니톨),Osmolality modifier (mannitol),D-만니톨; mannitol,L8,비이온성 삼투질·동결건조 부피형성제 — 이온강도를 바꾸지 않고 삼투압만 조정해야 하는 겔 평형화·동결건조 공정에 사용,해당없음(제제 부형제),선택,Karnieli 2017 PMID:28017599; Atouf 2016 PMID:27233803,해당없음(본 에이전트 범위 외),범용 무기·유기 시약 — 세포배양/약전 등급 복수 공급사(개별사 카탈로그 미검증),1차 출처 미확인(카탈로그번호 추측 금지),USP-NF/Ph.Eur./KP 등급; 저내독소 등급 권장,식물·발효 유래(동물유래 성분 없음),최종 삼투압 280–320 mOsm/kg 목표(빙점강하 삼투압측정법); 동결건조 시 결정성 부피형성제로 3–5%(w/v); 내독소 ≤ 0.5 EU/mL(USP <85>/<86>),1차 출처 미확인(가격 조회는 본 에이전트 범위 외),"수크로스·트레할로스(비결정성), 소르비톨, NaCl(이온강도 동반 변화)",결정화 거동에 따라 동결건조 케이크 붕괴·단백질 상분리 유발; 삼투압 과다 시 오가노이드 수축,중,삼투압 규격과 측정법은 표준적이나 오가노이드 지지체 특이 수치를 1차 논문으로 확보하지 못해 생리적 범위로 기재
E-L8-016,페니실린-스트렙토마이신,Penicillin-Streptomycin,Pen-Strep; P/S; 페니실린 G 나트륨 + 스트렙토마이신 황산염,L8,배지 첨가 항생제 — 배양 중 세균 오염 억제용이며 지지체(매트릭스) 구성 성분이 아님. 규제상 최종 제품에서 제거되어야 하는 공정 보조제(R-10: 배지 성분 / 체외 배양용 전용),해당없음(배지 첨가제),조건부,Sato 2009 PMID:19329995; Dossena 2020 PMID:32127043; Mizutani 2016 PMID:31245497; Karnieli 2017 PMID:28017599,해당없음(본 에이전트 범위 외),범용 무기·유기 시약 — 세포배양/약전 등급 복수 공급사(개별사 카탈로그 미검증),1차 출처 미확인(카탈로그번호 추측 금지),세포배양 등급; 임상 제조 시 GMP 등급 또는 무첨가 공정,"스트렙토마이신은 Streptomyces griseus 발효 유래, 페니실린은 Penicillium 발효 유래(반추동물 유래 배지 성분 사용 여부를 발효 공정까지 추적 필요)",통상 100 U/mL 페니실린 + 100 µg/mL 스트렙토마이신; EudraLex Vol.4 Part IV(ATMP GMP) 7.11 — 항균제는 무균제조 요건을 대체하지 못하며 최종 제품에 존재가 허가서에 명시되지 않는 한 가능한 한 조기에 제거해야 하고 무균시험(USP <71>)을 방해하지 않아야 함; 무균시험 시 Ph.Eur. 2.6.1의 중화물질 사용,1차 출처 미확인(가격 조회는 본 에이전트 범위 외),항생제 무첨가 무균공정(폐쇄계 제조); 프리마신(항진균) 병용은 권장되지 않음,항생제 상재 사용은 저수준 오염을 은폐해 무균시험 위음성을 초래; 베타락탐 교차오염 관리 필요; 배지 성분을 매트릭스 성분으로 오기재 시 규격서·CMC 문서 오류,상,EudraLex Vol.4 Part IV 7.11 원문(2026-09-14 열람)에서 항균제 취급 원칙을 직접 확인했고 사용농도는 표준 배양 처방
E-L9-001,내독소,Endotoxin,Bacterial endotoxin; LPS; 세균내독소,L9,[규격 항목 — 매트릭스 구성 물질이 아님] 그람음성균 세포외막의 지질다당류(LPS) 정량 — 미량으로도 TLR4를 통해 염증·분화 반응을 교란하므로 지지체 원자재의 1차 안전 지표,해당없음(공정·규격 항목),필수(출하 판정 시험),Gorbet 2005 PMID:16019062; VandeVord 2002 PMID:11774317; Atouf 2016 PMID:27233803,해당없음(본 에이전트 범위 외),해당없음(규격 항목),해당없음(규격 항목),규격 항목 — RUO/GMP 공통 필수 출하시험,해당없음(규격 항목),"내독소 ≤ 0.5 EU/mL 또는 원자재 질량 기준 ≤ 1.0 EU/mg; 시험법: USP <85> 세균내독소시험(LAL 겔화법·비탁법·발색법) 또는 USP <86> 재조합 시약 이용 시험(rFC·rCR, 2025-05-01 공식 발효). 한도 산출은 L = K/M(K = 5.0 EU/kg, 척수강내 투여 시 0.2 EU/kg; FDA Inspection Technical Guide: Bacterial Endotoxins/Pyrogens)",해당없음(규격 항목),재조합 C인자(rFC)법으로 전환 시 LAL 대비 동등성 검증 필요(USP <86>),"동물혈청·조직 유래 원자재에서 내독소 부하가 높고 정제공정으로 제거가 어려움; LAL은 베타글루칸 간섭 위양성, 저농도 회수(LER) 현상 주의",상,"USP <85> 한도 산출식과 K값은 FDA 기술지침 원문에서 직접 확인, USP <86> 공식 발효일은 USP 공지에서 확인"
E-L9-002,생균수,Bioburden,미생물 부하; 미생물 오염도,L9,[규격 항목 — 매트릭스 구성 물질이 아님] 멸균 전 제품·원자재 표면 및 내부의 생존 미생물 총수 — 멸균선량 설정과 멸균 공정 유효성의 입력값,해당없음(공정·규격 항목),필수(출하 판정 시험),Mizutani 2016 PMID:31245497; Jayaraman 2021 PMID:33928083; Scott 2020 PMID:32713719,해당없음(본 에이전트 범위 외),해당없음(규격 항목),해당없음(규격 항목),규격 항목 — 멸균 제품의 공정 중 관리 및 정기 모니터링,해당없음(규격 항목),"평균 생균수 ≤ 100 CFU/제품(방사선 멸균 VDmax25 적용 전제, 제품별 정당화 필요); 시험법: ISO 11737-1:2018(제품 상 미생물 집단 수 측정) — 회수효율(recovery efficiency) 검증 포함. 멸균선량 설정은 ISO 11137-2:2013(25 kGy 또는 15 kGy의 타당성 입증, 무균보증수준 SAL 10⁻⁶)",해당없음(규격 항목),여과멸균 공정에서는 전여과 생균수 및 필터 무결성시험(bubble point)으로 대체 관리,생균수 상승 시 기설정 멸균선량의 SAL 10⁻⁶ 미달; 하이드로겔은 회수효율 검증이 어려워 과소평가 위험,상,ISO 11737-1:2018과 ISO 11137-2:2013의 표제·판번호·SAL 10⁻⁶ 및 25/15 kGy 조항을 1차 출처에서 확인
E-L9-003,무균시험,Sterility test,Sterility; 무균성,L9,[규격 항목 — 매트릭스 구성 물질이 아님] 제품 중 생존 미생물 부재 확인 — 최종 멸균품 및 무균조작 제조품의 출하 판정 항목,해당없음(공정·규격 항목),필수(출하 판정 시험),Mizutani 2016 PMID:31245497; Dossena 2020 PMID:32127043; Torre 2015 PMID:25517941,해당없음(본 에이전트 범위 외),해당없음(규격 항목),해당없음(규격 항목),"규격 항목 — GMP 등급 필수, RUO 등급에서는 통상 미실시",해당없음(규격 항목),"무균(성장 없음), 14일 배양; 시험법: USP <71> 무균시험법 또는 Ph.Eur. 2.6.1(멤브레인 여과법 우선, 직접접종법 대체). 항생제 함유 검체는 Ph.Eur. 2.6.1의 중화물질 사용(EudraLex Vol.4 Part IV 각주 13). 신속법 적용 시 동등성 검증 필요",해당없음(규격 항목),신속 무균시험(핵산증폭·ATP 생물발광) — 약전 대체법 밸리데이션 필요,점성 하이드로겔은 멤브레인 여과가 불가하거나 필터 폐색으로 직접접종법에 의존 — 검출민감도 저하; 14일 소요로 단기 유효기간 제품의 출하 지연,상,USP <71>/Ph.Eur. 2.6.1의 적용과 중화물질 조항을 EudraLex 원문 각주에서 직접 확인
E-L9-004,마이코플라스마,Mycoplasma,미코플라스마; Mollicutes,L9,[규격 항목 — 매트릭스 구성 물질이 아님] 세포벽이 없어 0.22 µm 필터를 통과하고 광학현미경으로 보이지 않는 세균 — 배양계 만성 오염원으로 오가노이드 대사·분화를 교란,해당없음(공정·규격 항목),필수(출하 판정 시험),Nozaki 2026 PMID:42462592; Mizutani 2016 PMID:31245497; Cao 2021 PMID:34724717,해당없음(본 에이전트 범위 외),해당없음(규격 항목),해당없음(규격 항목),규격 항목 — 생물유래 원자재 및 세포은행 필수,해당없음(규격 항목),불검출(not detected); 시험법: 배양법 + 지시세포 DNA 염색법(약전 조화 마이코플라스마시험) 또는 밸리데이션된 핵산증폭법(NAT). EudraLex Vol.4 Part IV 7.16 — 마이코플라스마 오염 위험이 있는 원자재는 공급자가 마이코플라스마 음성 시험을 인증하지 않는 한 사용 전 여과해야 함,해당없음(규격 항목),공급자 CoA의 마이코플라스마 음성 인증으로 갈음 가능(위험평가 문서화 전제),생물유래 배지 첨가물(혈청·혈소판용해물)과 피더세포가 주요 유입 경로; 0.22 µm 여과로 완전 제거되지 않음,상,EudraLex Vol.4 Part IV 7.16의 여과·공급자 인증 조항을 원문에서 직접 확인
E-L9-005,바이러스 안전성,Viral safety / adventitious agents,외래성 바이러스; adventitious viral agents,L9,[규격 항목 — 매트릭스 구성 물질이 아님] 인체·동물 유래 원자재를 통한 외래성 바이러스 전파 위험의 시험 및 제거·불활화 검증,해당없음(공정·규격 항목),필수(출하 판정 시험),Nozaki 2026 PMID:42462592; Hayakawa 2015 PMID:26272542; Solomon 2025 PMID:41136834,해당없음(본 에이전트 범위 외),해당없음(규격 항목),해당없음(규격 항목),규격 항목 — 인체·동물 유래 원자재 사용 시 필수,해당없음(규격 항목),"in vitro/in vivo 외래성 바이러스 시험 불검출 + 공정 바이러스 제거·불활화 계수 총합(log₁₀ 감소값) 제시. 근거: 生物由来原料基準(厚生労働省告示 第210号, 2003-05-20 제정, 令和5年8月30日 厚生労働省告示 第257号 최종개정·2023-09-01 적용) 제3·제4 — 인체/동물 유래 원료는 적절한 단계에서 바이러스 시험을 실시하고 제조공정에서 불활화·제거 처리를 해야 함; 돼지 유래 원료는 돼지써코바이러스(PCV) 1·2형 및 돼지파보바이러스 시험(FDA 초안 가이던스 2024-04)",해당없음(규격 항목),재조합·무동물유래(animal-component-free) 원자재로 전환해 위험 자체를 제거,동물 혈청·트립신·젤라틴 경로의 바이러스 유입; 공급망 상류(발효 배지)까지 추적이 어려워 CoA만으로는 위험 종결 불가,상,일본 고시 원문 및 FDA 2024년 4월 초안 가이던스 본문을 직접 열람해 조항 내용을 확인
E-L9-006,동물유래성분 및 TSE/BSE 위험,Animal-derived component & TSE/BSE risk,전달성해면상뇌증; 소해면상뇌증; 반추동물 유래,L9,[규격 항목 — 매트릭스 구성 물질이 아님] 반추동물 등 동물 유래 원자재의 TSE(프리온에 의한 전달성해면상뇌증) 전파 위험 평가 및 원산국·부위 제한,해당없음(공정·규격 항목),필수(출하 판정 시험),Davison-Kotler 2019 PMID:31261996; Báez 2005 PMID:16240115; Nozaki 2026 PMID:42462592; Solomon 2025 PMID:41136834,해당없음(본 에이전트 범위 외),해당없음(규격 항목),해당없음(규격 항목),규격 항목 — 모든 등급에서 원산지 증명 필요,해당없음(규격 항목),"TSE 위험 무시 가능(negligible risk) 원산국 증명 + 금지 부위 불사용 증명. 근거: (1) EMA/410/01 rev.3 TSE Note for Guidance(OJ C 73/1, 2011-03-05, 적용 2011-07-01) — EudraLex Vol.4 Part IV 7.16이 최신판 준수를 의무화; (2) ISO 22442-1:2020/-2:2020/-3:2007; (3) 生物由来原料基準 제4-1 반추동물유래원료기준 — 하수체·흉선·경막·삼차신경절·송과체·척수·척주골(30개월 이하 소 제외)·태반(소 제외)·두개골(30개월 이하 소 제외)·장·뇌·뇌척수액·배근신경절·비장(소 제외)·부신·편도·안구·림프절 사용 금지; 수모·유·뼈(척주골·두개골 제외) 및 피부 유래 젤라틴(콜라겐 포함)은 저위험원료로 원산국 제한 예외; (4) FDA 초안 가이던스(2024-04) — 소 유래 원료는 간접 접촉 포함 BSE 위험 무시 가능국에서 출생·사육·도축되었다는 문서 제출 권고",해당없음(규격 항목),재조합 인체 콜라겐(RHC)·재조합 라미닌·식물 유래 나노셀룰로스·전합성 PEG 매트릭스로 전환,마우스 EHS 육종 유래 기저막 추출물(Matrigel류) 및 소 진피 유래 콜라겐은 동물유래 원자재로 TSE 문서화 부담이 상시 발생; 미국·일본·유럽의 금지 부위 목록이 완전히 동일하지 않아 다국가 개발 시 최엄격 기준 채택 필요,상,"일본 고시의 금지 부위·저위험원료 목록과 FDA 초안 가이던스 소 유래 조항을 원문에서 축자 확인, EMA 문서번호는 EudraLex 각주로 교차검증"
E-L9-007,잔류 가교제,Residual crosslinker,글루타르알데하이드·EDC/NHS·제니핀 잔류량,L9,[규격 항목 — 매트릭스 구성 물질이 아님] 공유가교 공정 후 미반응 가교제 및 부산물의 잔류량 관리 — 세포독성·석회화·면역반응의 직접 원인,해당없음(공정·규격 항목),필수(출하 판정 시험),Sung 2003 PMID:12579556; Ahn 2013 PMID:23619290; Bax 2017 PMID:27915017; Fagerholm 2014 PMID:24374070,해당없음(본 에이전트 범위 외),해당없음(규격 항목),해당없음(규격 항목),규격 항목 — 공유가교 지지체에 한정 적용,해당없음(규격 항목),"단일 법정 수치 한도는 약전·ISO에 존재하지 않음 → ISO 10993-17:2023(의료기기 구성물질의 독성학적 위해평가)에 따라 허용한계(AL)를 산출하고, ISO 10993-18에 따른 화학적 특성 분석으로 추출물 중 잔류 가교제를 정량(고성능액체크로마토그래피 HPLC 또는 기체크로마토그래피-질량분석 GC-MS). 글루타르알데하이드는 유도체화 후 HPLC-UV로 정량하고 검출한계 미만 또는 산출된 AL 미만을 규격으로 설정. EDC/NHS계는 반응 후 수용성 요소(urea) 유도체로 전환되어 완충액 투석으로 제거되며 세척 종말점은 전도도 및 UV 흡광(A₂₆₀)으로 관리",해당없음(규격 항목),"무가교 물리겔(이온가교·열가역 겔), 광가교(티올-엔), 효소가교(트랜스글루타미나제)로 화학 가교제 자체를 회피",글루타르알데하이드 잔류는 가장 강한 세포독성·석회화 인자로 알려져 있어 오가노이드 지지체에는 실질적으로 부적합; 카보디이미드 가교는 콜라겐의 인테그린 결합 부위(GFOGER 등)를 소실시켜 세포 인식능을 훼손,상,카보디이미드 가교의 세포 인식능 훼손은 Bax 2017에서 직접 검증되었고 시험법 체계는 ISO 10993-17/-18로 확인. 다만 법정 단일 수치 한도 부재는 '확보 실패' 항목으로 분류
E-L9-008,잔류 용매,Residual solvents,ICH Q3C 잔류용매,L9,[규격 항목 — 매트릭스 구성 물질이 아님] 합성 고분자·펩타이드 지지체 제조에 사용된 유기용매의 최종 제품 잔류량 관리,해당없음(공정·규격 항목),필수(출하 판정 시험),Atouf 2016 PMID:27233803; Scott 2020 PMID:32713719; Solomon 2025 PMID:41136834,해당없음(본 에이전트 범위 외),해당없음(규격 항목),해당없음(규격 항목),규격 항목 — 유기용매 사용 공정에 필수,해당없음(규격 항목),"ICH Q3C(R9) Step 4(2024-01-24; EU 시행 EMA/CHMP/ICH/82260/2006 Step 5, 2024-04-29) 기준. 1급: 사용 회피. 2급 옵션1 농도한도(1일 10 g 투여 가정) — 아세토니트릴 4.1 mg/일(410 ppm), N,N-디메틸포름아미드 8.8 mg/일(880 ppm), 디클로로메탄 6.0 mg/일(600 ppm), 메탄올 30.0 mg/일(3000 ppm), N-메틸피롤리돈 5.3 mg/일(530 ppm), 1,4-다이옥산 3.8 mg/일(380 ppm), 톨루엔 8.9 mg/일(890 ppm). 3급(DMSO·에탄올·아세톤 등): PDE ≥ 50 mg/일, 옵션1 기준 5000 ppm(0.5%). 시험법: 헤드스페이스 기체크로마토그래피(HS-GC-FID/MS)",해당없음(규격 항목),수계(aqueous) 공정으로 전환해 유기용매 사용 자체를 제거,PEG 매크로머 합성·펩타이드 고상합성·동결건조 공정에서 DMF·NMP·DCM이 잔류; 하이드로겔은 다공성이 커 용매 잔류 정량 회수가 까다로움,상,ICH Q3C(R9) 원문 PDF의 TABLE 2·TABLE 3 및 3급 정의를 2026-09-14 직접 열람해 수치를 축자 인용
E-L9-009,세포독성 시험,Cytotoxicity test,in vitro cytotoxicity; ISO 10993-5,L9,[규격 항목 — 매트릭스 구성 물질이 아님] 재료 또는 그 추출물이 배양세포의 생존·증식에 미치는 영향을 정량 — 생물학적 안전성 평가의 1차 관문,해당없음(공정·규격 항목),필수(출하 판정 시험),VandeVord 2002 PMID:11774317; Takahashi 2023 PMID:37012293; Ahn 2013 PMID:23619290,해당없음(본 에이전트 범위 외),해당없음(규격 항목),해당없음(규격 항목),"규격 항목 — 의료기기·부자재 경로 필수, RUO에서도 권장",해당없음(규격 항목),"세포 생존율 ≥ 70%(생존율 30% 초과 감소를 세포독성으로 판정); 시험법: ISO 10993-5:2009(제3판, 2022년 재확인) — 추출물시험/직접접촉시험/한천중층법 중 선택, 정량은 MTT·XTT·NRU·콜로니형성법. 추출조건(37 °C 24 h 등)은 ISO 10993-12에 따라 설정 [ISO 규격 전문은 유료로 원문 미열람 — 판번호·표제·현행 여부만 1차 확인]",해당없음(규격 항목),"오가노이드 기반 세포독성 평가(생리적 관련성 우수, 단 표준화 진행 중)",L929 마우스 섬유아세포 기반 표준시험은 ECM 기반 생체재료의 실제 거동을 과소·과대평가할 수 있음; 하이드로겔 추출물은 희석배수에 따라 결과가 크게 달라짐,중,ISO 10993-5:2009 제3판 현행 여부는 ISO 목록에서 확인했으나 70% 판정 기준은 규격 전문을 열람하지 못해 통용 기준으로 표기
E-L9-010,감작성 시험,Skin sensitization test,피부감작성; ISO 10993-10,L9,[규격 항목 — 매트릭스 구성 물질이 아님] 재료 또는 추출물이 지연형 과민반응(알레르기성 접촉 감작)을 유발하는지 평가,해당없음(공정·규격 항목),조건부(규격 항목),VandeVord 2002 PMID:11774317; Islam 2018 PMID:29423280,해당없음(본 에이전트 범위 외),해당없음(규격 항목),해당없음(규격 항목),"규격 항목 — 체내 이식용(의료기기·TEMP) 경로에 한정, 체외 배양 전용 RUO 제품은 비해당",해당없음(규격 항목),"감작성 음성; 시험법: ISO 10993-10:2021(피부감작성 시험, 2010년판에서 자극성 시험이 분리됨) — 기니피그 최대화시험(GPMT), 국소림프절시험(LLNA). 판정은 규격이 정한 등급 기준에 따름 [ISO 규격 전문 유료로 원문 미열람]",해당없음(규격 항목),in chemico/in vitro 대체법(DPRA·KeratinoSens·h-CLAT) — 의료기기 적용에는 추가 정당화 필요,동물유래 콜라겐·젤라틴의 잔류 이종 단백질(텔로펩타이드)이 감작 항원으로 작용 가능; 체외 배양 전용 제품에 불필요한 시험을 부과하면 개발비가 과다 계상됨,중,ISO 10993-10:2021의 자극성 분리 개정 사실은 확인했으나 판정 기준 수치는 규격 전문 미열람으로 미기재
E-L9-011,자극성 시험,Irritation test,자극성; ISO 10993-23,L9,[규격 항목 — 매트릭스 구성 물질이 아님] 재료 또는 추출물의 국소 자극 유발성 평가 — 2021년 개정으로 감작성 시험과 분리,해당없음(공정·규격 항목),조건부(규격 항목),VandeVord 2002 PMID:11774317; Fagerholm 2014 PMID:24374070,해당없음(본 에이전트 범위 외),해당없음(규격 항목),해당없음(규격 항목),규격 항목 — 체내 이식용 경로에 한정,해당없음(규격 항목),"자극성 음성; 시험법: ISO 10993-23:2021(자극성 시험, 2021-01 발행) — 화학적 특성분석(ISO 10993-18) → in vitro 재구성인체표피(RhE) 모델 → in vivo 순의 단계적(step-wise) 접근. ISO 10993-23:2021/DAmd1(2024, 추가 RhE 모델) 제정 진행 중 [규격 전문 유료로 원문 미열람]",해당없음(규격 항목),화학적 특성분석 + 독성학적 위해평가(ISO 10993-17:2023)로 시험 면제 정당화,단계적 접근을 문서화하지 않고 곧바로 동물시험을 수행하면 규격 부적합 및 불필요한 동물 사용,중,ISO 10993-23:2021의 발행 시기·단계적 접근 구조는 확인했으나 판정 기준은 규격 전문 미열람
E-L9-012,무균화 방식,Sterilization modality,감마선·전자선·에틸렌옥사이드·여과멸균,L9,[규격 항목 — 매트릭스 구성 물질이 아님] 지지체의 멸균 방식 선택 — 각 방식이 매트릭스 단백질의 활성과 겔 역학에 미치는 영향이 달라 물성 규격과 직결,해당없음(공정·규격 항목),필수(출하 판정 시험),Ahn 2013 PMID:23619290; Fagerholm 2014 PMID:24374070; Norman 2021 PMID:33854255; Zhu 2019 PMID:31053756,해당없음(본 에이전트 범위 외),해당없음(규격 항목),해당없음(규격 항목),규격 항목 — 방식별 밸리데이션 문서 필요,해당없음(규격 항목),"무균보증수준(SAL) 10⁻⁶. 방사선(감마선·전자선): ISO 11137-1:2025 + ISO 11137-2:2013 — 25 kGy 또는 15 kGy 사용 타당성 입증(VDmax 법 포함). 에틸렌옥사이드(EO): ISO 11135:2014/Amd 1:2018 공정 밸리데이션 + ISO 10993-7:2026(제3판, 2026-04) 잔류물 허용한계 — 제한노출(24시간 이내) 기준 에틸렌클로로하이드린(ECH) 24시간 내 4 mg 이하, 영구접촉 기준 1일 평균 0.1 mg 이하이면서 최초 24시간 내 4 mg 이하; 정량은 GC. 여과멸균: 0.22 µm 무균여과 + 필터 무결성시험(버블포인트) [ISO 규격 전문 유료로 원문 미열람 — 판번호·표제·핵심 수치만 1차 확인]",해당없음(규격 항목),무균조작(aseptic processing) + 원자재 개별 여과멸균; 초임계 CO2 멸균(밸리데이션 부담 큼),감마선·전자선은 라디칼 생성으로 단백질 사슬 절단과 가교를 동시에 유발해 저장탄성률 G′ 및 효소분해 거동을 변화시킴 — 멸균 전후 G′ 비교가 필수. EO는 저온 처리가 가능하나 잔류 EO·ECH 관리 부담과 수분 함유 하이드로겔 침투 제약이 있음. 여과멸균은 단백질 활성 보존에 유리하나 점성 전구용액에서는 필터 폐색·수율 손실 발생. 확보 실패: 검증된 문헌 풀(landmarks.txt·E_spec.txt)에 감마선 조사가 콜라겐 겔 G′에 미치는 영향을 정량한 논문이 없어 규격 문서 근거만으로 기술,상,"ISO 11137·11135·10993-7의 판번호·SAL·선량·EO 잔류 한도를 1차 출처에서 확인했으며, 방식별 단백질 영향의 정량 논문은 문헌 풀 부재를 명시"
E-L9-013,로트 간 저장탄성률 편차,Lot-to-lot storage modulus (G′) variability,배치 간 G′ 산포; 역학 재현성,L9,[규격 항목 — 매트릭스 구성 물질이 아님] 동일 규격 지지체 로트 간 저장탄성률 G′(진동 전단에서 탄성 성분)의 산포 — 오가노이드 형성 효율과 계통 분화를 좌우하는 최대 재현성 인자,해당없음(공정·규격 항목),필수(출하 판정 시험),Gjorevski 2016 PMID:27851739; Chaudhuri 2016 PMID:26618884; Aisenbrey 2020 PMID:32953138; Hughes 2010 PMID:20162561; Norman 2021 PMID:33854255; Zhu 2019 PMID:31053756; Thurman-Newell 2015 PMID:26174339,해당없음(본 에이전트 범위 외),해당없음(규격 항목),해당없음(규격 항목),"규격 항목 — 기능성(suitability for use) 시험, GMP 등급에서 필수",해당없음(규격 항목),"로트 간 G′ 상대표준편차(RSD) ≤ 15%를 출하규격으로 설정 권고(내부 공정능력 기반 목표값). 시험법: 진동 전단 레오미터 진폭掃引으로 선형점탄성 영역 확인 후 주파수掃引(1 Hz, 변형 1%, 37 °C)에서 G′·G″ 측정; 국소 탄성계수는 원자간력현미경(AFM) 나노압입으로 보완 측정. 응력이완 특성(τ₁/₂, 초기 응력의 50% 이완 시간)을 병기해야 점탄성 재현성이 규정됨",해당없음(규격 항목),"화학 정의형 합성 매트릭스(PEG, GelMA)로 전환해 산포 자체를 축소",동물 조직 추출 기저막 매트릭스는 단백질·성장인자 조성이 로트마다 달라 G′가 수백 Pa 범위에서 변동 — 오가노이드 형성효율 재현 실패의 주된 원인; 표준 측정 프로토콜 부재로 기관 간 G′ 값 비교가 곤란,중,G′ 산포가 오가노이드 결과를 좌우한다는 사실은 Gjorevski 2016·Chaudhuri 2016·Hughes 2010으로 강하게 뒷받침되나 RSD 15%는 법정 규격이 아닌 내부 목표값으로 제시
E-L9-014,단백질 농도·순도,Protein concentration and purity,단백질 정량·순도시험; SDS-PAGE/HPLC,L9,[규격 항목 — 매트릭스 구성 물질이 아님] 매트릭스 단백질(콜라겐·라미닌·피브로넥틴 등)의 함량과 불순 단백질 프로파일 관리 — 함량 편차가 겔화 거동과 G′에 직결,해당없음(공정·규격 항목),필수(출하 판정 시험),Hughes 2010 PMID:20162561; Báez 2005 PMID:16240115; Yang 2004 PMID:15046526; Benton 2014 PMID:24997339; Kim S 2022 PMID:35354790,해당없음(본 에이전트 범위 외),해당없음(규격 항목),해당없음(규격 항목),규격 항목 — 단백질계 지지체 출하시험,해당없음(규격 항목),"표시량 대비 단백질 농도 90–110%(BCA 또는 Lowry 비색법, 자외부흡광 A₂₈₀ 병용); 순도 ≥ 95%(환원·비환원 SDS-PAGE 밀도측정 또는 크기배제 HPLC(SE-HPLC) 면적백분율); 콜라겐의 경우 α1/α2 사슬 비 2:1 확인 및 β·γ 고분자량 밴드 비율 관리; 하이드록시프롤린 정량으로 콜라겐 함량 확인",해당없음(규격 항목),질량분석 기반 프로테오믹스로 불순 단백질 동정(기저막 추출물의 조성 변동 추적에 유효),"동물 조직 추출물은 1,000종 이상의 단백질을 함유해 '순도' 규격 설정 자체가 성립하지 않음 — 이 때문에 재조합 단일 단백질 또는 전합성 매트릭스로의 전환 압력이 발생; 단백질 농도가 규격 내여도 활성 단백질 분율이 다르면 G′가 달라짐",상,"기저막 추출물의 다성분성은 Hughes 2010 프로테오믹스 분석으로 확립, 재조합 콜라겐의 순도 관리 체계는 Báez 2005·Yang 2004로 확인"
E-L9-015,비내독소 발열성물질,Non-endotoxin pyrogen,발열성물질시험; 단구활성화시험(MAT),L9,"[규격 항목 — 매트릭스 구성 물질이 아님] 내독소 이외의 발열 유발 물질(그람양성균 리포테이코산, 진균 성분, 바이러스 입자 등) 검출 — LAL/rFC로는 검출되지 않는 위험",해당없음(공정·규격 항목),조건부(규격 항목),Gorbet 2005 PMID:16019062; Atouf 2016 PMID:27233803; Nozaki 2026 PMID:42462592,해당없음(본 에이전트 범위 외),해당없음(규격 항목),해당없음(규격 항목),규격 항목 — 체내 이식용 경로 및 생물유래 원자재에 권장,해당없음(규격 항목),"발열성물질 음성; 시험법: 단구활성화시험(MAT, Monocyte Activation Test) — 인체 단구가 발열원에 반응해 분비하는 IL-1β·IL-6·TNF-α를 ELISA로 정량. 내독소 등가 환산 한도는 L = K/M(K = 5.0 EU/kg)을 준용. 대체적으로 토끼 발열성물질시험(rabbit pyrogen test)이 존재하나 척수강내 제품에서는 감도가 불충분(FDA Inspection Technical Guide: Bacterial Endotoxins/Pyrogens)",해당없음(규격 항목),세포 유래 원자재 배제 및 무동물유래 전환으로 위험 자체를 축소,그람양성균 오염이 LAL/rFC 음성으로 통과되어 최종 제품에서 발열 반응 유발; MAT는 공여자 단구 로트 의존성으로 시험 간 변동이 큼,중,토끼시험의 척수강내 감도 한계는 FDA 기술지침 원문에서 직접 확인했으나 MAT의 약전 章 번호를 1차 출처로 확정하지 못함
